"id"	"x"	"y"
1	0.691666945071812	0.412981856608154
2	0.338826556172156	0.124371868560107
3	0.43875487870697	0.191219227821852
4	0.595394962073355	0.229479171967702
5	0.115552035471436	0.159451491859754
6	0.345692124847618	0.0317480418593149
7	0.0445835950639678	0.111334972122219
8	0.132785851534493	0.538697240422878
9	0.280964217163194	0.0913011873070771
10	0.499244568946221	0.706257918962119
11	0.265955476301821	0.621338522339684
12	0.582175712356301	0.0530516177067704
13	0.559048476453458	0.0575037062066263
14	0.0929802691840936	0.607622010933009
15	0.375496900151644	0.191912203176982
16	0.64352614216409	0.0623090756822372
17	0.0787265250703401	0.271607120909761
18	0.530507558860364	0.345829909645482
19	0.524649799370321	0.564093157875183
20	0.290997915873563	0.58356840837332
21	0.682586477024402	0.176809281066709
22	0.0905494529889504	0.0365576363918529
23	0.0569941771499099	0.176444762028925
24	0.135001755845359	0.614195670700321
25	0.547025854132425	0.457387224668206
26	0.672958823851401	0.672583532836464
27	0.415111223725496	0.696284241809205
28	0.655561865569565	0.0462994126939093
29	0.483233133649986	0.0763207101881702
30	0.56164938333512	0.667831440105458
31	0.200997419659567	0.179116774595292
32	0.578194335336411	0.39703582120237
33	0.531548035640011	0.363457846486593
34	0.615924751416653	0.389469991693886
35	0.439445279646982	0.540489899001645
36	0.249893516977026	0.165165849002644
37	0.200325208212774	0.704711938643697
38	0.21540983365171	0.124840164828089
39	0.679547458097644	0.610801867011424
40	0.545656234667419	0.635644846622588
41	0.385450543392809	0.223476468642449
42	0.588444572371356	0.504463683826223
43	0.0830353906764219	0.223831080372019
44	0.339874722282114	0.308967766553677
45	0.00641355475580383	0.413958478442764
46	0.371086790077541	0.0870065426403729
47	0.53334874821811	0.179132004918765
48	0.418254420606785	0.495841287320129
49	0.572536196491806	0.197639185770544
50	0.514046439904212	0.632640078101782
51	0.308197049360835	0.636721907031378
52	0.689903874403881	0.446875616586399
53	0.0434771950156219	0.133337197015013
54	0.525189589041088	0.0691164927373754
55	0.702360783778871	0.499479053761092
56	0.678180775247236	0.38803819953579
57	0.487005351336512	0.506028509877466
58	0.133208603028939	0.0763197742317882
59	0.102124603536432	0.706252038159663
60	0.0911771204852234	0.154965609819199
61	0.577598114822119	0.335383107282344
62	0.48539657814071	0.136223636447627
63	0.075210936580946	0.281719051579592
64	0.269502983126428	0.655614145277784
65	0.33146723239194	0.371484115497807
66	0.605195370897863	0.512369982820968
67	0.453267500947351	0.237321534357892
68	0.00946584170803617	0.322431532694092
69	0.322911023395529	0.469640456763589
70	0.604647945732798	0.0966667980470583
71	0.691969104225229	0.349482549808066
72	0.0541297571407369	0.54126995731906
73	0.647049809512872	0.340402957624852
74	0.549810483078013	0.492737131097542
75	0.576079575724073	0.673067915041871
76	0.52597693135467	0.238611736483321
77	0.632469279809189	0.625929220629036
78	0.154072331566521	0.69269099857461
79	0.546102321027961	0.0681257385376234
80	0.44376044818255	0.151166610773894
81	0.659315809139903	0.510300749213647
82	0.181425425186576	0.456405670829139
83	0.513895520600773	0.142657525411476
84	0.0276137435606815	0.276906320728835
85	0.472885939436403	0.694435441652589
86	0.699145997182663	0.524056684222657
87	0.034891574927576	0.175267709703768
88	0.0848895688367628	0.402913979931729
89	0.34362469351198	0.17240036147644
90	0.359648883498246	0.568822183603073
91	0.673034267204144	0.0791645952978592
92	0.330149022862494	0.543065633348762
93	0.443609869675894	0.111792120054863
94	0.11878239187081	0.131407017385459
95	0.598389297273521	0.54475914854576
96	0.320971137313836	0.139797520284685
97	0.611975825329847	0.582928244830372
98	0.275034057783852	0.184393861148332
99	0.0806889631733457	0.113412143001859
100	0.319945494249231	0.523832746656626
