"id"	"x"	"y"	"species"
1	1.57660021190532	0.319247294683009	1
2	0.986284367507324	1.54461465985514	1
3	2.91696525318548	0.406323730247095	1
4	1.17089109378867	2.79209989355877	2
5	2.17898801970296	0.178817509207875	2
6	1.06408234359697	0.575392653699964	2
7	0.320707676466554	2.92070374195464	2
8	0.968325261259452	1.55716100754216	2
9	2.33777881111018	2.76240807725117	2
10	2.53815264464356	1.93545338278636	2
11	1.62001151614822	2.74890573509037	1
12	0.801824826747179	0.285299786366522	1
13	0.966749738669023	0.643420920940116	1
14	1.51066620927304	1.10153836081736	1
15	2.51954339258373	1.81614920496941	1
16	1.38422909751534	2.46450453624129	2
17	2.94097797526047	2.35842855507508	2
18	1.39362569502555	1.66895798686892	1
19	2.29652520501986	1.45142190554179	2
20	0.819753746269271	2.38337493734434	1
21	1.57660021190532	0.319247294683009	1
22	0.986284367507324	1.54461465985514	1
23	2.91696525318548	0.406323730247095	1
24	1.17089109378867	2.79209989355877	1
25	2.17898801970296	0.178817509207875	2
26	1.06408234359697	0.575392653699964	1
27	0.320707676466554	2.92070374195464	1
28	0.968325261259452	1.55716100754216	2
29	2.33777881111018	2.76240807725117	2
30	2.53815264464356	1.93545338278636	1
31	1.62001151614822	2.74890573509037	1
32	0.801824826747179	0.285299786366522	1
33	0.966749738669023	0.643420920940116	2
34	1.51066620927304	1.10153836081736	1
35	2.51954339258373	1.81614920496941	1
36	1.38422909751534	2.46450453624129	2
37	2.94097797526047	2.35842855507508	2
38	1.39362569502555	1.66895798686892	2
39	2.29652520501986	1.45142190554179	2
40	0.819753746269271	2.38337493734434	1
41	1.57660021190532	0.319247294683009	2
42	0.986284367507324	1.54461465985514	2
43	2.91696525318548	0.406323730247095	1
44	1.17089109378867	2.79209989355877	2
45	2.17898801970296	0.178817509207875	2
46	1.06408234359697	0.575392653699964	1
47	0.320707676466554	2.92070374195464	1
48	0.968325261259452	1.55716100754216	1
49	2.33777881111018	2.76240807725117	2
50	2.53815264464356	1.93545338278636	2
51	1.62001151614822	2.74890573509037	2
52	0.801824826747179	0.285299786366522	1
53	0.966749738669023	0.643420920940116	1
54	1.51066620927304	1.10153836081736	1
55	2.51954339258373	1.81614920496941	2
56	1.38422909751534	2.46450453624129	2
57	2.94097797526047	2.35842855507508	2
58	1.39362569502555	1.66895798686892	2
59	2.29652520501986	1.45142190554179	2
60	0.819753746269271	2.38337493734434	2
61	1.57660021190532	0.319247294683009	1
62	0.986284367507324	1.54461465985514	2
63	2.91696525318548	0.406323730247095	1
64	1.17089109378867	2.79209989355877	1
65	2.17898801970296	0.178817509207875	2
66	1.06408234359697	0.575392653699964	2
67	0.320707676466554	2.92070374195464	1
68	0.968325261259452	1.55716100754216	2
69	2.33777881111018	2.76240807725117	1
70	2.53815264464356	1.93545338278636	2
71	1.62001151614822	2.74890573509037	2
72	0.801824826747179	0.285299786366522	1
73	0.966749738669023	0.643420920940116	1
74	1.51066620927304	1.10153836081736	1
75	2.51954339258373	1.81614920496941	2
76	1.38422909751534	2.46450453624129	1
77	2.94097797526047	2.35842855507508	1
78	1.39362569502555	1.66895798686892	1
79	2.29652520501986	1.45142190554179	1
80	0.819753746269271	2.38337493734434	2
81	1.57660021190532	0.319247294683009	2
82	0.986284367507324	1.54461465985514	1
83	2.91696525318548	0.406323730247095	1
84	1.17089109378867	2.79209989355877	2
85	2.17898801970296	0.178817509207875	2
86	1.06408234359697	0.575392653699964	1
87	0.320707676466554	2.92070374195464	2
88	0.968325261259452	1.55716100754216	1
89	2.33777881111018	2.76240807725117	2
90	2.53815264464356	1.93545338278636	1
91	1.62001151614822	2.74890573509037	2
92	0.801824826747179	0.285299786366522	1
93	0.966749738669023	0.643420920940116	1
94	1.51066620927304	1.10153836081736	1
95	2.51954339258373	1.81614920496941	2
96	1.38422909751534	2.46450453624129	1
97	2.94097797526047	2.35842855507508	1
98	1.39362569502555	1.66895798686892	1
99	2.29652520501986	1.45142190554179	2
100	0.819753746269271	2.38337493734434	2
