"id"	"x"	"y"
1	0.13858291956268	0.0428835252088457
2	0.338074149150814	0.590830597332516
3	0.551235662790705	0.482794606392578
4	0.498751979629883	0.193758761648093
5	0.666274544905724	0.301841717183527
6	0.640902294061311	0.318987698720379
7	0.521863108851151	0.335818632564612
8	0.603441394235679	0.111724016839206
9	0.225215308165209	0.374438625548125
10	0.347949742684709	0.0527915550232094
11	0.419857520441651	0.659178593159859
12	0.633308574863642	0.589584199282852
13	0.358997882617602	0.0217006814784916
14	0.0428709776310629	0.30484803015584
15	0.14961391461858	0.376621332959616
16	0.346776937642357	0.444581529213001
17	0.466518559681229	0.699215911889625
18	0.613688024586989	0.139321601857931
19	0.3452876891223	0.623079937430015
20	0.489196684034697	0.353554172944149
21	0.185315772586945	0.228295092643372
22	0.233011042311511	0.546139835015859
23	0.411231085740634	0.639284834828085
24	0.657497232224936	0.587592203891331
25	0.423576288021732	0.384445160285356
26	0.298957424770645	0.571220289563232
27	0.237761016834108	0.594424491373721
28	0.546074627749676	0.0493341701791559
29	0.652495082735623	0.186402200791361
30	0.622193812287783	0.243752014036823
31	0.0525159299451079	0.569878785338906
32	0.534082722578673	0.501765358949403
33	0.235877883624204	0.344350883711823
34	0.433932840482046	0.438431727294908
35	0.10861588514806	0.696633187092556
36	0.394913800478287	0.162338931950748
37	0.0464545950852206	0.0865784361912596
38	0.13277611758812	0.17580712334562
39	0.577552240447057	0.553826491801126
40	0.654792390227029	0.0180023157719043
41	0.608340112889204	0.0413851869635817
42	0.418337124412729	0.270369585058177
43	0.619226205433562	0.129190120977291
44	0.470601891244756	0.00413571186441986
45	0.150128733434056	0.530522783750844
46	0.168273605158784	0.68229808112193
47	0.698513908218563	0.699795917721041
48	0.109117657373653	0.545324848320921
49	0.0908366704260258	0.266532022963573
50	0.439864337859192	0.0902470218566515
51	0.327534991024152	0.694548179533271
52	0.239936968402128	0.631238067795879
53	0.403900127118739	0.670544642161257
54	0.413414208858346	0.0874832916563877
55	0.231218755810392	0.597925578383777
56	0.685731460866214	0.00300929469720933
57	0.416949156745277	0.699208301255382
58	0.0172578738463867	0.674951823687933
59	0.347437225482288	0.105863134695742
60	0.164183890981886	0.628826219164291
61	0.0156303930474738	0.0560701906375527
62	0.611873955079907	0.339999608168699
63	0.631490453496838	0.373505321783433
64	0.59852970077362	0.45234439622609
65	0.655980522398897	0.580512553097671
66	0.00115798301647554	0.0925856977969604
67	0.617121544107346	0.39263066371224
68	0.488143653750367	0.143269094951888
69	0.160175121473914	0.482493041410943
70	0.305291444801314	0.0624048408953158
71	0.0253281410393599	0.087532784404249
72	0.106820519457458	0.228953022564693
73	0.271447570228092	0.169611481132144
74	0.650344294811797	0.27051808289346
75	0.645192354270423	0.306216013960924
76	0.619537476208792	0.384781299512205
77	0.55040775973306	0.190619414617997
78	0.370244213495805	0.315878075590559
79	0.469405741787412	0.0834697034136146
80	0.377302838115778	0.348844967759589
81	0.413258558571162	0.200448914481509
82	0.605433617648236	0.613068415205952
83	0.619903378848587	0.307145787597782
84	0.404567387134013	0.501293269465055
85	0.554354658984507	0.393141269653863
86	0.238706628795655	0.355362054273126
87	0.105330039129899	0.563714922013843
88	0.32686938790686	0.295872475657178
89	0.493007483209768	0.628114937588928
90	0.353512449704393	0.613493245066866
91	0.640317820005409	0.0496120697053518
92	0.0864881243852516	0.0975504948064172
93	0.195015011194325	0.560541760863531
94	0.575424798913857	0.643032194928977
95	0.556177652757489	0.41992587950185
96	0.279467886161591	0.443782560296131
97	0.513451815537171	0.541632244878778
98	0.0594818685414851	0.485547894217215
99	0.283200501944857	0.0311718852205479
100	0.0607670244049862	0.438714607063946
