"id"	"x"	"y"	"trait"
1	0.613309782963384	0.108050308356086	4.32151669694455
2	0.0313509913813814	0.255171199183573	2.8939531602556
3	0.546065950931875	0.495784969087715	5.42017827250662
4	0.116901156092269	0.178133851148285	6.54248398126138
5	0.127272017901561	0.0984633700265635	4.691839129355
6	0.0366017145867696	0.129334007519293	4.84356980976168
7	0.620828533124993	0.353861486690066	4.41745946106012
8	0.337804654957446	0.51858704913365	3.1434794671336
9	0.443104692281286	0.228474277006366	3.07698951002808
10	0.164505818324343	0.413352082428008	2.13091396748512
11	0.273650986230181	0.2720333626901	3.45026754409489
12	0.168525055561906	0.635838087618105	3.70879387754059
13	0.431032776092834	0.59235636938953	6.25508503571223
14	0.101495890600753	0.278283422082632	5.76229545612672
15	0.244142521710433	0.621779138006363	4.68352302880025
16	0.121155241496635	0.592921859418265	2.42941699229396
17	0.516126003111413	0.688953505116809	2.53812053049134
18	0.142739542849406	0.633089655077489	6.22778105859436
19	0.284402677578358	0.0706666648562266	4.64099816680343
20	0.10304090022457	0.679238356403388	2.57158898529936
21	0.417727274332028	0.00488678780267473	4.21425756350353
22	0.704803270370512	0.156868096335103	4.29386230436432
23	0.0203239951723705	0.034976025852099	3.7734587902025
24	0.0334679553068238	0.134761003662406	3.21266921090252
25	0.40332117347681	0.428599628650132	3.675661932843
26	0.523983766388102	0.101106528465314	4.43981085164066
27	0.339443205724902	0.496459413165026	1.80986245162986
28	0.405139596456999	0.416910979273788	7.74005669920697
29	0.406293753329883	0.265002187686945	6.28199622163337
30	0.425479890276669	0.540723296888805	4.60071784360689
31	0.0726424544552231	0.527921054676364	5.02054700936398
32	0.421883964461021	0.691024159698541	3.53556990266501
33	0.543180934778578	0.531262879941154	2.75382936439464
34	0.147073834200397	0.682830601284509	2.00836022210872
35	0.0192680600482158	0.0514591410179987	2.36219693794912
36	0.55020447576916	0.558820221469632	2.0855725275997
37	0.0133546876269266	0.40138481719368	5.50998285419656
38	0.350913653293243	0.53179100695332	5.63439182389574
39	0.0019442759393838	0.216936242356626	3.71737383275923
40	0.10341853927995	0.30264519910591	3.51918408057219
41	0.643648581722465	0.289096178781309	2.07262660888021
42	0.316734898301	0.323773469417524	4.66951866979942
43	0.638224611262094	0.470581782258933	2.22432544132533
44	0.625077144378136	0.492512391095028	3.58729556612926
45	0.626191481863437	0.448235412378344	4.44827104149244
46	0.285387285911489	0.482105233440543	7.6459093128671
47	0.289458728277105	0.267238806844583	4.05807246518503
48	0.640007977283945	0.312539084207423	4.8218074891935
49	0.392477577468097	0.337155960299669	6.64989801283684
50	0.686524019016935	0.602112834691473	3.73841132482641
51	0.279998572113079	0.338781201059438	6.31266128426613
52	0.585266421264671	0.621414533193157	3.50940992530208
53	0.236564942121566	0.0486326814898993	4.53134957170824
54	0.116757901588359	0.361258231109495	6.15882705373832
55	0.300155687332679	0.427989216995602	4.73022168047596
56	0.241626654985993	0.116275638249906	6.33182254301778
57	0.590534950525739	0.0568645752614667	2.85141367045295
58	0.477722684441916	0.315132835509098	4.48323831719792
59	0.346764323551578	0.19159526612017	4.5752728822213
60	0.0103449227289386	0.117344014761542	2.30117851311927
61	0.601753078082935	0.0478034359892746	3.98755521958755
62	0.174178513801421	0.181781082520189	1.24492935346514
63	0.0112220264699557	0.506590584365111	7.62513843692034
64	0.53199874794645	0.119814229534328	4.00077593283938
65	0.165424840234291	0.414477266470627	7.08487010449208
66	0.171715956254901	0.0778352645980349	9.86550163704416
67	0.491028134342342	0.528477617805021	3.0104041182974
68	0.651619395853114	0.0877658495617969	7.28789916362252
69	0.363137742653877	0.555768573470209	6.9599481504134
70	0.0969401453843428	0.137488051287213	2.14225369179601
71	0.22065603216242	0.328458165715767	6.96007708371677
72	0.158093782336811	0.0413557508472555	2.37088828922373
73	0.0947416478865476	0.307542984437232	3.66517904904998
74	0.135728914764173	0.59335263791172	1.87575365562918
75	0.273295379933769	0.249439404111384	5.26276210226593
76	0.184943673537238	0.660379419764935	4.85078129789
77	0.00256365417129875	0.112356394081164	3.70185768745013
78	0.0154555270900911	0.289398513601473	3.63411478053305
79	0.666853467102153	0.609065658044701	1.54870648758105
80	0.685342311440651	0.581438008328917	2.12106365265752
81	0.493831826834348	0.57414164584884	3.18566392276069
82	0.684217420285702	0.284595454958541	2.70565655960083
83	0.217594911164885	0.371285397881526	3.97302498766521
84	0.311189849823025	0.489631771549503	5.20201604774796
85	0.112981526674989	0.619169812127074	5.10602899201462
86	0.298632524758278	0.382744644760239	4.65836697142398
87	0.296980277582145	0.636180700502103	3.63696294816832
88	0.0629142196392483	0.583258395253464	6.08654075853413
89	0.293010216497171	0.237475389452747	5.99542200349769
90	0.00761707414937285	0.515655190215593	2.38438909100989
91	0.273639443755954	0.260289899526271	3.31957108400495
92	0.200629615966413	0.369517224646111	1.21937688141211
93	0.209590255090514	0.0817490970126472	3.63937171170123
94	0.0157945622664133	0.473590009949403	4.11642677280155
95	0.668244713827345	0.495495418262811	2.68556307506479
96	0.126383361478876	0.308524192869705	3.72245285047925
97	0.202710010586055	0.483090878158094	1.8935413252545
98	0.288238186331185	0.512667818958963	5.30874179015935
99	0.020144566160092	0.287254897062704	5.30231450074103
100	0.0901332130179625	0.0659718854183857	5.58244898836474
